TYPE,SET,EIO,i7,oligo_reads,total_oligo_reads,perc_reads,predicted_perc_contam
T,Set1,18,15,1,419022,0.0,0.0
T,Set1,19,15,1,632509,0.0,0.0
T,Set1,20,15,1,1069884,0.0,0.0
T,Set1,21,15,1,601771,0.0,0.0
T,Set1,22,15,1,557655,0.0,0.0
T,Set1,23,15,4,667898,0.0,0.0
T,Set1,24,15,0,575151,0.0,0.0
T,Set1,25,15,1,469824,0.0,0.0
T,Set1,26,15,3,680819,0.0,0.0
T,Set1,27,15,2,497186,0.0,0.0
T,Set1,28,15,4,724335,0.0,0.0
T,Set1,29,15,3,618673,0.0,0.0
T,Set1,30,15,22,586235,0.0,0.0
T,Set1,31,15,1,636966,0.0,0.0
T,Set1,32,15,57,823799,0.01,0.01
T,Set1,33,15,2,430433,0.0,0.0
T,Set1,34,15,3,485391,0.0,0.0
T,Set1,35,15,1,675415,0.0,0.0
T,Set1,36,15,1,388948,0.0,0.0
T,Set1,37,15,0,714834,0.0,0.0
T,Set1,38,15,1,502888,0.0,0.0
T,Set1,39,15,1,746041,0.0,0.0
T,Set1,40,15,2,844512,0.0,0.0
T,Set1,41,15,0,701472,0.0,0.0
T,Set1,42,15,3,647029,0.0,0.0
T,Set1,43,15,3,764250,0.0,0.0
T,Set1,44,15,0,877203,0.0,0.0
T,Set1,45,15,2,657348,0.0,0.0
T,Set1,46,15,3,595681,0.0,0.0
T,Set1,47,15,3,698829,0.0,0.0
T,Set1,48,15,2,621626,0.0,0.0
T,Set2,01,15,2,740984,0.0,0.0
T,Set2,02,15,4,600903,0.0,0.0
T,Set2,03,15,4,822180,0.0,0.0
T,Set2,04,15,1,726253,0.0,0.0
T,Set2,05,15,1,635437,0.0,0.0
T,Set2,06,15,1,702965,0.0,0.0
T,Set2,07,15,6,675264,0.0,0.0
T,Set2,08,15,2,681144,0.0,0.0
T,Set2,09,15,1,436090,0.0,0.0
T,Set2,10,15,2,608769,0.0,0.0
T,Set2,11,15,1,604342,0.0,0.0
T,Set2,12,15,2,509207,0.0,0.0
T,Set2,13,15,3,684694,0.0,0.0
T,Set2,14,15,0,630317,0.0,0.0
T,Set2,16,15,2,832532,0.0,0.0
T,Set2,17,15,2,723550,0.0,0.0
T,Set2,18,15,2,607535,0.0,0.0
T,Set2,19,15,1,698680,0.0,0.0
T,Set2,20,15,1,746124,0.0,0.0
T,Set2,21,15,2,662683,0.0,0.0
T,Set2,22,15,1,650959,0.0,0.0
T,Set2,23,15,3,533017,0.0,0.0
T,Set2,24,15,3,1028315,0.0,0.0
T,Set2,25,15,0,435456,0.0,0.0
T,Set2,26,15,4,583985,0.0,0.0
T,Set2,27,15,0,686104,0.0,0.0
T,Set2,28,15,1,636763,0.0,0.0
T,Set2,29,15,2,675368,0.0,0.0
T,Set2,30,15,46,614920,0.01,0.01
T,Set2,31,15,2,508552,0.0,0.0
T,Set2,32,15,73,624430,0.01,0.01
T,Set2,33,15,1,731377,0.0,0.0
T,Set2,34,15,2,666456,0.0,0.0
T,Set2,35,15,0,695550,0.0,0.0
T,Set2,36,15,1,533522,0.0,0.0
T,Set2,37,15,1,607904,0.0,0.0
T,Set2,38,15,1,590492,0.0,0.0
T,Set2,39,15,1,693329,0.0,0.0
T,Set2,40,15,0,981346,0.0,0.0
T,Set2,41,15,4,682417,0.0,0.0
T,Set2,42,15,3,765278,0.0,0.0
T,Set2,43,15,1,880597,0.0,0.0
T,Set2,44,15,0,588955,0.0,0.0
T,Set2,45,15,2,504454,0.0,0.0
T,Set2,46,15,3,810745,0.0,0.0
T,Set2,47,15,5,729430,0.0,0.0
T,Set2,48,15,4,626537,0.0,0.0
T,Set3,01,15,1,522736,0.0,0.0
T,Set3,02,15,1,376922,0.0,0.0
T,Set3,03,15,4,471901,0.0,0.0
T,Set3,04,15,1,613745,0.0,0.0
T,Set3,05,15,0,471595,0.0,0.0
T,Set3,06,15,3,510063,0.0,0.0
T,Set3,07,15,7,322190,0.0,0.0
T,Set3,08,15,2,565743,0.0,0.0
T,Set3,09,15,0,535432,0.0,0.0
T,Set3,10,15,4,482710,0.0,0.0
T,Set3,11,15,0,402646,0.0,0.0
T,Set3,12,15,2,774122,0.0,0.0
T,Set3,13,15,2,356470,0.0,0.0
T,Set3,14,15,1,689051,0.0,0.0
T,Set3,16,15,1,589942,0.0,0.0
T,Set3,17,15,2,481073,0.0,0.0
T,Set3,18,15,0,604560,0.0,0.0
T,Set3,19,15,6,709057,0.0,0.0
T,Set3,20,15,2,628477,0.0,0.0
T,Set3,21,15,1,480165,0.0,0.0
T,Set3,22,15,2,455809,0.0,0.0
T,Set3,23,15,1,600018,0.0,0.0
T,Set3,24,15,3,635161,0.0,0.0
T,Set3,25,15,0,284795,0.0,0.0
T,Set3,26,15,0,575463,0.0,0.0
T,Set3,27,15,3,450234,0.0,0.0
T,Set3,28,15,0,284717,0.0,0.0
T,Set3,29,15,0,407463,0.0,0.0
T,Set3,30,15,14,333803,0.0,0.0
T,Set3,31,15,1,626498,0.0,0.0
T,Set3,32,15,56,680767,0.01,0.01
T,Set3,33,15,0,461972,0.0,0.0
T,Set3,34,15,1,572614,0.0,0.0
T,Set3,35,15,1,307460,0.0,0.0
T,Set3,36,15,1,396936,0.0,0.0
T,Set3,37,15,0,378078,0.0,0.0
T,Set3,38,15,1,443384,0.0,0.0
T,Set3,39,15,3,511738,0.0,0.0
T,Set3,40,15,1,673086,0.0,0.0
T,Set3,41,15,0,679858,0.0,0.0
T,Set3,42,15,1,406050,0.0,0.0
T,Set3,43,15,3,538908,0.0,0.0
T,Set3,44,15,1,426884,0.0,0.0
T,Set3,45,15,0,380410,0.0,0.0
T,Set3,46,15,2,521870,0.0,0.0
T,Set3,47,15,1,613812,0.0,0.0
T,Set3,48,15,4,698162,0.0,0.0
T,Set1,01,21,0,681223,0.0,0.0
T,Set1,02,21,0,559349,0.0,0.0
T,Set1,03,21,0,694455,0.0,0.0
T,Set1,04,21,0,584755,0.0,0.0
T,Set1,05,21,0,693708,0.0,0.0
T,Set1,06,21,0,652522,0.0,0.0
T,Set1,07,21,43,661860,0.01,0.01
T,Set1,08,21,0,697079,0.0,0.0
T,Set1,09,21,1,722325,0.0,0.0
T,Set1,10,21,0,819362,0.0,0.0
T,Set1,11,21,0,666345,0.0,0.0
T,Set1,12,21,0,508394,0.0,0.0
T,Set1,13,21,3,622116,0.0,0.0
T,Set1,14,21,0,666038,0.0,0.0
T,Set1,15,21,0,700503,0.0,0.0
T,Set1,16,21,7,659421,0.0,0.0
T,Set1,17,21,0,649326,0.0,0.0
T,Set1,18,21,0,419022,0.0,0.0
T,Set1,19,21,0,632509,0.0,0.0
T,Set1,20,21,1,1069884,0.0,0.0
T,Set1,22,21,0,557655,0.0,0.0
T,Set1,23,21,28,667898,0.0,0.0
T,Set1,24,21,1,575151,0.0,0.0
T,Set1,25,21,0,469824,0.0,0.0
T,Set1,26,21,0,680819,0.0,0.0
T,Set1,27,21,0,497186,0.0,0.0
T,Set1,28,21,1,724335,0.0,0.0
T,Set1,29,21,0,618673,0.0,0.0
T,Set1,30,21,0,586235,0.0,0.0
T,Set1,31,21,10,636966,0.0,0.0
T,Set1,32,21,0,823799,0.0,0.0
T,Set1,33,21,0,430433,0.0,0.0
T,Set1,34,21,0,485391,0.0,0.0
T,Set1,35,21,0,675415,0.0,0.0
T,Set1,36,21,0,388948,0.0,0.0
T,Set1,37,21,0,714834,0.0,0.0
T,Set1,38,21,0,502888,0.0,0.0
T,Set1,39,21,1,746041,0.0,0.0
T,Set1,40,21,0,844512,0.0,0.0
T,Set1,41,21,2,701472,0.0,0.0
T,Set1,42,21,0,647029,0.0,0.0
T,Set1,43,21,0,764250,0.0,0.0
T,Set1,44,21,3,877203,0.0,0.0
T,Set1,45,21,1,657348,0.0,0.0
T,Set1,46,21,0,595681,0.0,0.0
T,Set1,47,21,0,698829,0.0,0.0
T,Set1,48,21,1,621626,0.0,0.0
T,Set2,01,21,0,740984,0.0,0.0
T,Set2,02,21,0,600903,0.0,0.0
T,Set2,03,21,0,822180,0.0,0.0
T,Set2,04,21,0,726253,0.0,0.0
T,Set2,05,21,0,635437,0.0,0.0
T,Set2,06,21,0,702965,0.0,0.0
T,Set2,07,21,60,675264,0.01,0.01
T,Set2,08,21,1,681144,0.0,0.0
T,Set2,09,21,0,436090,0.0,0.0
T,Set2,10,21,1,608769,0.0,0.0
T,Set2,11,21,1,604342,0.0,0.0
T,Set2,12,21,0,509207,0.0,0.0
T,Set2,13,21,7,684694,0.0,0.0
T,Set2,14,21,0,630317,0.0,0.0
T,Set2,15,21,0,713571,0.0,0.0
T,Set2,16,21,8,832532,0.0,0.0
T,Set2,17,21,0,723550,0.0,0.0
T,Set2,18,21,1,607535,0.0,0.0
T,Set2,19,21,0,698680,0.0,0.0
T,Set2,20,21,1,746124,0.0,0.0
T,Set2,22,21,0,650959,0.0,0.0
T,Set2,23,21,14,533017,0.0,0.0
T,Set2,24,21,0,1028315,0.0,0.0
T,Set2,25,21,0,435456,0.0,0.0
T,Set2,26,21,0,583985,0.0,0.0
T,Set2,27,21,0,686104,0.0,0.0
T,Set2,28,21,0,636763,0.0,0.0
T,Set2,29,21,0,675368,0.0,0.0
T,Set2,30,21,0,614920,0.0,0.0
T,Set2,31,21,7,508552,0.0,0.0
T,Set2,32,21,0,624430,0.0,0.0
T,Set2,33,21,0,731377,0.0,0.0
T,Set2,34,21,0,666456,0.0,0.0
T,Set2,35,21,0,695550,0.0,0.0
T,Set2,36,21,0,533522,0.0,0.0
T,Set2,37,21,0,607904,0.0,0.0
T,Set2,38,21,0,590492,0.0,0.0
T,Set2,39,21,1,693329,0.0,0.0
T,Set2,40,21,0,981346,0.0,0.0
T,Set2,41,21,0,682417,0.0,0.0
T,Set2,42,21,0,765278,0.0,0.0
T,Set2,43,21,0,880597,0.0,0.0
T,Set2,44,21,0,588955,0.0,0.0
T,Set2,45,21,1,504454,0.0,0.0
T,Set2,46,21,0,810745,0.0,0.0
T,Set2,47,21,1,729430,0.0,0.0
T,Set2,48,21,0,626537,0.0,0.0
T,Set3,01,21,1,522736,0.0,0.0
T,Set3,02,21,0,376922,0.0,0.0
T,Set3,03,21,0,471901,0.0,0.0
T,Set3,04,21,0,613745,0.0,0.0
T,Set3,05,21,1,471595,0.0,0.0
T,Set3,06,21,0,510063,0.0,0.0
T,Set3,07,21,24,322190,0.01,0.01
T,Set3,08,21,1,565743,0.0,0.0
T,Set3,09,21,0,535432,0.0,0.0
T,Set3,10,21,0,482710,0.0,0.0
T,Set3,11,21,1,402646,0.0,0.0
T,Set3,12,21,0,774122,0.0,0.0
T,Set3,13,21,6,356470,0.0,0.0
T,Set3,14,21,0,689051,0.0,0.0
T,Set3,15,21,1,755904,0.0,0.0
T,Set3,16,21,5,589942,0.0,0.0
T,Set3,17,21,1,481073,0.0,0.0
T,Set3,18,21,0,604560,0.0,0.0
T,Set3,19,21,0,709057,0.0,0.0
T,Set3,20,21,0,628477,0.0,0.0
T,Set3,22,21,1,455809,0.0,0.0
T,Set3,23,21,7,600018,0.0,0.0
T,Set3,24,21,1,635161,0.0,0.0
T,Set3,25,21,0,284795,0.0,0.0
T,Set3,26,21,0,575463,0.0,0.0
T,Set3,27,21,0,450234,0.0,0.0
T,Set3,28,21,0,284717,0.0,0.0
T,Set3,29,21,1,407463,0.0,0.0
T,Set3,30,21,0,333803,0.0,0.0
T,Set3,31,21,12,626498,0.0,0.0
T,Set3,32,21,0,680767,0.0,0.0
T,Set3,33,21,0,461972,0.0,0.0
T,Set3,34,21,0,572614,0.0,0.0
T,Set3,35,21,0,307460,0.0,0.0
T,Set3,36,21,0,396936,0.0,0.0
T,Set3,37,21,1,378078,0.0,0.0
T,Set3,38,21,0,443384,0.0,0.0
T,Set3,39,21,0,511738,0.0,0.0
T,Set3,40,21,1,673086,0.0,0.0
T,Set3,41,21,0,679858,0.0,0.0
T,Set3,42,21,0,406050,0.0,0.0
T,Set3,43,21,0,538908,0.0,0.0
T,Set3,44,21,1,426884,0.0,0.0
T,Set3,45,21,0,380410,0.0,0.0
T,Set3,46,21,0,521870,0.0,0.0
T,Set3,47,21,0,613812,0.0,0.0
T,Set3,48,21,0,698162,0.0,0.0
T,Set1,01,03,9,681223,0.0,0.0
T,Set1,02,03,2,559349,0.0,0.0
T,Set1,04,03,9,584755,0.0,0.0
T,Set1,05,03,0,693708,0.0,0.0
T,Set1,06,03,1,652522,0.0,0.0
T,Set1,07,03,1,661860,0.0,0.0
T,Set1,08,03,0,697079,0.0,0.0
T,Set1,09,03,0,722325,0.0,0.0
T,Set1,10,03,0,819362,0.0,0.0
T,Set1,11,03,0,666345,0.0,0.0
T,Set1,12,03,0,508394,0.0,0.0
T,Set1,13,03,0,622116,0.0,0.0
T,Set1,14,03,0,666038,0.0,0.0
T,Set1,15,03,72,700503,0.01,0.01
T,Set1,16,03,0,659421,0.0,0.0
T,Set1,17,03,0,649326,0.0,0.0
T,Set1,18,03,0,419022,0.0,0.0
T,Set1,19,03,0,632509,0.0,0.0
T,Set1,20,03,0,1069884,0.0,0.0
T,Set1,21,03,0,601771,0.0,0.0
T,Set1,22,03,0,557655,0.0,0.0
T,Set1,23,03,1,667898,0.0,0.0
T,Set1,24,03,0,575151,0.0,0.0
T,Set1,25,03,0,469824,0.0,0.0
T,Set1,26,03,1,680819,0.0,0.0
T,Set1,27,03,1,497186,0.0,0.0
T,Set1,28,03,0,724335,0.0,0.0
T,Set1,29,03,1,618673,0.0,0.0
T,Set1,30,03,0,586235,0.0,0.0
T,Set1,31,03,0,636966,0.0,0.0
T,Set1,32,03,0,823799,0.0,0.0
T,Set1,33,03,0,430433,0.0,0.0
T,Set1,34,03,0,485391,0.0,0.0
T,Set1,35,03,4,675415,0.0,0.0
T,Set1,36,03,0,388948,0.0,0.0
T,Set1,37,03,0,714834,0.0,0.0
T,Set1,38,03,0,502888,0.0,0.0
T,Set1,39,03,0,746041,0.0,0.0
T,Set1,40,03,1,844512,0.0,0.0
T,Set1,41,03,0,701472,0.0,0.0
T,Set1,42,03,0,647029,0.0,0.0
T,Set1,43,03,4,764250,0.0,0.0
T,Set1,44,03,0,877203,0.0,0.0
T,Set1,45,03,1,657348,0.0,0.0
T,Set1,46,03,0,595681,0.0,0.0
T,Set1,47,03,0,698829,0.0,0.0
T,Set1,48,03,0,621626,0.0,0.0
T,Set2,01,03,5,740984,0.0,0.0
T,Set2,02,03,2,600903,0.0,0.0
T,Set2,04,03,23,726253,0.0,0.0
T,Set2,05,03,0,635437,0.0,0.0
T,Set2,06,03,0,702965,0.0,0.0
T,Set2,07,03,2,675264,0.0,0.0
T,Set2,08,03,0,681144,0.0,0.0
T,Set2,09,03,0,436090,0.0,0.0
T,Set2,10,03,0,608769,0.0,0.0
T,Set2,11,03,1,604342,0.0,0.0
T,Set2,12,03,0,509207,0.0,0.0
T,Set2,13,03,0,684694,0.0,0.0
T,Set2,14,03,0,630317,0.0,0.0
T,Set2,15,03,48,713571,0.01,0.01
T,Set2,16,03,1,832532,0.0,0.0
T,Set2,17,03,0,723550,0.0,0.0
T,Set2,18,03,1,607535,0.0,0.0
T,Set2,19,03,0,698680,0.0,0.0
T,Set2,20,03,0,746124,0.0,0.0
T,Set2,21,03,1,662683,0.0,0.0
T,Set2,22,03,0,650959,0.0,0.0
T,Set2,23,03,0,533017,0.0,0.0
T,Set2,24,03,3,1028315,0.0,0.0
T,Set2,25,03,0,435456,0.0,0.0
T,Set2,26,03,0,583985,0.0,0.0
T,Set2,27,03,0,686104,0.0,0.0
T,Set2,28,03,1,636763,0.0,0.0
T,Set2,29,03,1,675368,0.0,0.0
T,Set2,30,03,1,614920,0.0,0.0
T,Set2,31,03,0,508552,0.0,0.0
T,Set2,32,03,1,624430,0.0,0.0
T,Set2,33,03,0,731377,0.0,0.0
T,Set2,34,03,0,666456,0.0,0.0
T,Set2,35,03,2,695550,0.0,0.0
T,Set2,36,03,1,533522,0.0,0.0
T,Set2,37,03,0,607904,0.0,0.0
T,Set2,38,03,0,590492,0.0,0.0
T,Set2,39,03,0,693329,0.0,0.0
T,Set2,40,03,0,981346,0.0,0.0
T,Set2,41,03,0,682417,0.0,0.0
T,Set2,42,03,0,765278,0.0,0.0
T,Set2,43,03,0,880597,0.0,0.0
T,Set2,44,03,0,588955,0.0,0.0
T,Set2,45,03,0,504454,0.0,0.0
T,Set2,46,03,0,810745,0.0,0.0
T,Set2,47,03,0,729430,0.0,0.0
T,Set2,48,03,0,626537,0.0,0.0
T,Set3,01,03,3,522736,0.0,0.0
T,Set3,02,03,2,376922,0.0,0.0
T,Set3,04,03,22,613745,0.0,0.0
T,Set3,05,03,0,471595,0.0,0.0
T,Set3,06,03,0,510063,0.0,0.0
T,Set3,07,03,0,322190,0.0,0.0
T,Set3,08,03,0,565743,0.0,0.0
T,Set3,09,03,1,535432,0.0,0.0
T,Set3,10,03,0,482710,0.0,0.0
T,Set3,11,03,0,402646,0.0,0.0
T,Set3,12,03,0,774122,0.0,0.0
T,Set3,13,03,1,356470,0.0,0.0
T,Set3,14,03,1,689051,0.0,0.0
T,Set3,15,03,79,755904,0.01,0.01
T,Set3,16,03,1,589942,0.0,0.0
T,Set3,17,03,1,481073,0.0,0.0
T,Set3,18,03,0,604560,0.0,0.0
T,Set3,19,03,0,709057,0.0,0.0
T,Set3,20,03,0,628477,0.0,0.0
T,Set3,21,03,0,480165,0.0,0.0
T,Set3,22,03,0,455809,0.0,0.0
T,Set3,23,03,2,600018,0.0,0.0
T,Set3,24,03,1,635161,0.0,0.0
T,Set3,25,03,0,284795,0.0,0.0
T,Set3,26,03,0,575463,0.0,0.0
T,Set3,27,03,0,450234,0.0,0.0
T,Set3,28,03,0,284717,0.0,0.0
T,Set3,29,03,2,407463,0.0,0.0
T,Set3,30,03,0,333803,0.0,0.0
T,Set3,31,03,0,626498,0.0,0.0
T,Set3,32,03,1,680767,0.0,0.0
T,Set3,33,03,0,461972,0.0,0.0
T,Set3,34,03,1,572614,0.0,0.0
T,Set3,35,03,1,307460,0.0,0.0
T,Set3,36,03,0,396936,0.0,0.0
T,Set3,37,03,0,378078,0.0,0.0
T,Set3,38,03,0,443384,0.0,0.0
T,Set3,39,03,2,511738,0.0,0.0
T,Set3,40,03,1,673086,0.0,0.0
T,Set3,41,03,0,679858,0.0,0.0
T,Set3,42,03,0,406050,0.0,0.0
T,Set3,43,03,2,538908,0.0,0.0
T,Set3,44,03,0,426884,0.0,0.0
T,Set3,45,03,0,380410,0.0,0.0
T,Set3,46,03,0,521870,0.0,0.0
T,Set3,47,03,0,613812,0.0,0.0
T,Set3,48,03,1,698162,0.0,0.0
T,Set1,01,26,0,681223,0.0,0.0
T,Set1,02,26,0,559349,0.0,0.0
T,Set1,03,26,1,694455,0.0,0.0
T,Set1,04,26,2,584755,0.0,0.0
T,Set1,05,26,1,693708,0.0,0.0
T,Set1,06,26,11,652522,0.0,0.0
T,Set1,07,26,0,661860,0.0,0.0
T,Set1,08,26,0,697079,0.0,0.0
T,Set1,09,26,0,722325,0.0,0.0
T,Set1,10,26,2,819362,0.0,0.0
T,Set1,11,26,0,666345,0.0,0.0
T,Set1,12,26,0,508394,0.0,0.0
T,Set1,13,26,0,622116,0.0,0.0
T,Set1,14,26,312,666038,0.05,0.05
T,Set1,15,26,0,700503,0.0,0.0
T,Set1,16,26,0,659421,0.0,0.0
T,Set1,17,26,0,649326,0.0,0.0
T,Set1,18,26,1,419022,0.0,0.0
T,Set1,19,26,0,632509,0.0,0.0
T,Set1,20,26,1,1069884,0.0,0.0
T,Set1,21,26,0,601771,0.0,0.0
T,Set1,22,26,0,557655,0.0,0.0
T,Set1,23,26,0,667898,0.0,0.0
T,Set1,24,26,0,575151,0.0,0.0
T,Set1,25,26,0,469824,0.0,0.0
T,Set1,27,26,2,497186,0.0,0.0
T,Set1,28,26,0,724335,0.0,0.0
T,Set1,29,26,0,618673,0.0,0.0
T,Set1,30,26,0,586235,0.0,0.0
T,Set1,31,26,0,636966,0.0,0.0
T,Set1,32,26,1,823799,0.0,0.0
T,Set1,33,26,0,430433,0.0,0.0
T,Set1,34,26,0,485391,0.0,0.0
T,Set1,35,26,0,675415,0.0,0.0
T,Set1,36,26,0,388948,0.0,0.0
T,Set1,37,26,3,714834,0.0,0.0
T,Set1,38,26,1,502888,0.0,0.0
T,Set1,39,26,0,746041,0.0,0.0
T,Set1,40,26,0,844512,0.0,0.0
T,Set1,41,26,1,701472,0.0,0.0
T,Set1,42,26,1,647029,0.0,0.0
T,Set1,43,26,0,764250,0.0,0.0
T,Set1,44,26,0,877203,0.0,0.0
T,Set1,45,26,1,657348,0.0,0.0
T,Set1,46,26,0,595681,0.0,0.0
T,Set1,47,26,0,698829,0.0,0.0
T,Set1,48,26,2,621626,0.0,0.0
T,Set2,01,26,0,740984,0.0,0.0
T,Set2,02,26,0,600903,0.0,0.0
T,Set2,03,26,1,822180,0.0,0.0
T,Set2,04,26,1,726253,0.0,0.0
T,Set2,05,26,0,635437,0.0,0.0
T,Set2,06,26,12,702965,0.0,0.0
T,Set2,07,26,0,675264,0.0,0.0
T,Set2,08,26,0,681144,0.0,0.0
T,Set2,09,26,0,436090,0.0,0.0
T,Set2,10,26,1,608769,0.0,0.0
T,Set2,11,26,1,604342,0.0,0.0
T,Set2,12,26,0,509207,0.0,0.0
T,Set2,13,26,3,684694,0.0,0.0
T,Set2,14,26,337,630317,0.05,0.05
T,Set2,15,26,0,713571,0.0,0.0
T,Set2,16,26,2,832532,0.0,0.0
T,Set2,17,26,0,723550,0.0,0.0
T,Set2,18,26,1,607535,0.0,0.0
T,Set2,19,26,0,698680,0.0,0.0
T,Set2,20,26,1,746124,0.0,0.0
T,Set2,21,26,1,662683,0.0,0.0
T,Set2,22,26,1,650959,0.0,0.0
T,Set2,23,26,0,533017,0.0,0.0
T,Set2,24,26,0,1028315,0.0,0.0
T,Set2,25,26,0,435456,0.0,0.0
T,Set2,27,26,2,686104,0.0,0.0
T,Set2,28,26,0,636763,0.0,0.0
T,Set2,29,26,1,675368,0.0,0.0
T,Set2,30,26,0,614920,0.0,0.0
T,Set2,31,26,0,508552,0.0,0.0
T,Set2,32,26,0,624430,0.0,0.0
T,Set2,33,26,0,731377,0.0,0.0
T,Set2,34,26,0,666456,0.0,0.0
T,Set2,35,26,0,695550,0.0,0.0
T,Set2,36,26,0,533522,0.0,0.0
T,Set2,37,26,0,607904,0.0,0.0
T,Set2,38,26,0,590492,0.0,0.0
T,Set2,39,26,0,693329,0.0,0.0
T,Set2,40,26,0,981346,0.0,0.0
T,Set2,41,26,0,682417,0.0,0.0
T,Set2,42,26,0,765278,0.0,0.0
T,Set2,43,26,0,880597,0.0,0.0
T,Set2,44,26,0,588955,0.0,0.0
T,Set2,45,26,0,504454,0.0,0.0
T,Set2,46,26,0,810745,0.0,0.0
T,Set2,47,26,0,729430,0.0,0.0
T,Set2,48,26,0,626537,0.0,0.0
T,Set3,01,26,0,522736,0.0,0.0
T,Set3,02,26,0,376922,0.0,0.0
T,Set3,03,26,0,471901,0.0,0.0
T,Set3,04,26,0,613745,0.0,0.0
T,Set3,05,26,0,471595,0.0,0.0
T,Set3,06,26,7,510063,0.0,0.0
T,Set3,07,26,0,322190,0.0,0.0
T,Set3,08,26,0,565743,0.0,0.0
T,Set3,09,26,0,535432,0.0,0.0
T,Set3,10,26,0,482710,0.0,0.0
T,Set3,11,26,1,402646,0.0,0.0
T,Set3,12,26,0,774122,0.0,0.0
T,Set3,13,26,1,356470,0.0,0.0
T,Set3,14,26,373,689051,0.05,0.05
T,Set3,15,26,0,755904,0.0,0.0
T,Set3,16,26,0,589942,0.0,0.0
T,Set3,17,26,0,481073,0.0,0.0
T,Set3,18,26,2,604560,0.0,0.0
T,Set3,19,26,1,709057,0.0,0.0
T,Set3,20,26,0,628477,0.0,0.0
T,Set3,21,26,0,480165,0.0,0.0
T,Set3,22,26,0,455809,0.0,0.0
T,Set3,23,26,0,600018,0.0,0.0
T,Set3,24,26,0,635161,0.0,0.0
T,Set3,25,26,1,284795,0.0,0.0
T,Set3,27,26,3,450234,0.0,0.0
T,Set3,28,26,0,284717,0.0,0.0
T,Set3,29,26,0,407463,0.0,0.0
T,Set3,30,26,0,333803,0.0,0.0
T,Set3,31,26,0,626498,0.0,0.0
T,Set3,32,26,0,680767,0.0,0.0
T,Set3,33,26,0,461972,0.0,0.0
T,Set3,34,26,0,572614,0.0,0.0
T,Set3,35,26,0,307460,0.0,0.0
T,Set3,36,26,0,396936,0.0,0.0
T,Set3,37,26,1,378078,0.0,0.0
T,Set3,38,26,0,443384,0.0,0.0
T,Set3,39,26,0,511738,0.0,0.0
T,Set3,40,26,0,673086,0.0,0.0
T,Set3,41,26,0,679858,0.0,0.0
T,Set3,42,26,0,406050,0.0,0.0
T,Set3,43,26,0,538908,0.0,0.0
T,Set3,44,26,0,426884,0.0,0.0
T,Set3,45,26,1,380410,0.0,0.0
T,Set3,46,26,0,521870,0.0,0.0
T,Set3,47,26,1,613812,0.0,0.0
T,Set3,48,26,0,698162,0.0,0.0
T,Set1,01,29,5,681223,0.0,0.0
T,Set1,02,29,0,559349,0.0,0.0
T,Set1,03,29,0,694455,0.0,0.0
T,Set1,04,29,4,584755,0.0,0.0
T,Set1,05,29,1,693708,0.0,0.0
T,Set1,06,29,0,652522,0.0,0.0
T,Set1,07,29,14,661860,0.0,0.0
T,Set1,08,29,2,697079,0.0,0.0
T,Set1,09,29,1,722325,0.0,0.0
T,Set1,10,29,0,819362,0.0,0.0
T,Set1,11,29,1,666345,0.0,0.0
T,Set1,12,29,1,508394,0.0,0.0
T,Set1,13,29,1,622116,0.0,0.0
T,Set1,14,29,0,666038,0.0,0.0
T,Set1,15,29,0,700503,0.0,0.0
T,Set1,16,29,0,659421,0.0,0.0
T,Set1,17,29,0,649326,0.0,0.0
T,Set1,18,29,0,419022,0.0,0.0
T,Set1,19,29,0,632509,0.0,0.0
T,Set1,20,29,0,1069884,0.0,0.0
T,Set1,21,29,282,601771,0.05,0.05
T,Set1,22,29,0,557655,0.0,0.0
T,Set1,23,29,1,667898,0.0,0.0
T,Set1,24,29,1,575151,0.0,0.0
T,Set1,25,29,1,469824,0.0,0.0
T,Set1,26,29,0,680819,0.0,0.0
T,Set1,27,29,0,497186,0.0,0.0
T,Set1,28,29,1,724335,0.0,0.0
T,Set1,30,29,0,586235,0.0,0.0
T,Set1,31,29,7,636966,0.0,0.0
T,Set1,32,29,0,823799,0.0,0.0
T,Set1,33,29,1,430433,0.0,0.0
T,Set1,34,29,0,485391,0.0,0.0
T,Set1,35,29,0,675415,0.0,0.0
T,Set1,36,29,0,388948,0.0,0.0
T,Set1,37,29,1,714834,0.0,0.0
T,Set1,38,29,0,502888,0.0,0.0
T,Set1,39,29,0,746041,0.0,0.0
T,Set1,40,29,2,844512,0.0,0.0
T,Set1,41,29,0,701472,0.0,0.0
T,Set1,42,29,0,647029,0.0,0.0
T,Set1,43,29,0,764250,0.0,0.0
T,Set1,44,29,0,877203,0.0,0.0
T,Set1,45,29,0,657348,0.0,0.0
T,Set1,46,29,0,595681,0.0,0.0
T,Set1,47,29,0,698829,0.0,0.0
T,Set1,48,29,0,621626,0.0,0.0
T,Set2,01,29,2,740984,0.0,0.0
T,Set2,02,29,0,600903,0.0,0.0
T,Set2,03,29,3,822180,0.0,0.0
T,Set2,04,29,0,726253,0.0,0.0
T,Set2,05,29,1,635437,0.0,0.0
T,Set2,06,29,0,702965,0.0,0.0
T,Set2,07,29,11,675264,0.0,0.0
T,Set2,08,29,0,681144,0.0,0.0
T,Set2,09,29,0,436090,0.0,0.0
T,Set2,10,29,1,608769,0.0,0.0
T,Set2,11,29,0,604342,0.0,0.0
